StateWellID,Latitude,Longitude,WellDepth,Rainfall,Elevation,Tmin,claytotal_l,awc_l,pi_r,ph_r,Fluoride_avg,Exceedance
339101,36.476111,-101.221111,144,498.0795548,917,5.67071624,18,0.119999997,19,8.199999809,1.24,0
1030802,34.504167,-102.303056,376,487.5383252,1163,5.49932065,27,0.119999997,21,7.900000095,1.515,0
1038201,34.467778,-102.2975,378,481.8483338,1151,5.59389525,27,0.119999997,21,7.900000095,1.24,0
1038603,34.437778,-102.260278,381,475.6524371,1140,5.69850544,27,0.119999997,21,7.900000095,1.48,0
1040503,34.428055,-102.043334,370,465.4927175,1116,5.95718416,27,0.119999997,21,7.900000095,1.44,0
1038604,34.448611,-102.292222,376,478.7989858,1146,5.64241245,55,0.109999999,44,7.800000191,1.036666667,0
1022404,34.697778,-102.373055,275,490.0005946,1173,5.58659119,27,0.119999997,19,7.900000095,1.875,0
1036301,34.481944,-102.512223,380,478.8894712,1188,5.49271108,27,0.119999997,19,7.900000095,1.17,0
1036302,34.481111,-102.52,385,478.4823516,1189,5.49473598,27,0.119999997,19,7.900000095,1.35,0
1037403,34.423889,-102.497222,379,473.6947474,1173,5.53446315,27,0.119999997,19,7.900000095,1.415,0
1037601,34.4405556,-102.4008333,399,478.5136147,1160,5.5675746,27,0.119999997,19,7.900000095,1.03,0
1037602,34.426944,-102.410556,382,476.5083436,1159,5.58353219,27,0.119999997,19,7.900000095,1.236666667,0
1038202,34.4825,-102.302223,354,484.2863016,1156,5.55171084,27,0.119999997,19,7.900000095,1.156,0
1039402,34.451945,-102.214445,400,474.5428515,1139,5.72655678,27,0.119999997,19,7.900000095,1.64,0
1039501,34.432778,-102.179444,254,469.2274289,1132,5.80781106,27,0.119999997,19,7.900000095,1.48,0
1039901,34.392778,-102.153334,401,461.9690162,1121,5.91818558,27,0.119999997,19,7.900000095,1.69,0
1040402,34.421389,-102.107778,402,463.1027339,1124,5.89231002,27,0.119999997,19,7.900000095,1.55,0
1040708,34.386945,-102.117222,415,459.4548277,1117,5.9665395,27,0.119999997,19,7.900000095,1.4775,0
1045102,34.349445,-102.469722,301,467.9815392,1160,5.55045124,27,0.119999997,19,7.900000095,1.63,0
1045202,34.336111,-102.418055,367,467.8952999,1152,5.6180568,27,0.119999997,19,7.900000095,1.43,0
1045501,34.319722,-102.418611,330,466.874576,1150,5.62886923,27,0.119999997,19,7.900000095,1.3,0
1046410,34.317222,-102.337222,320,466.9816862,1137,5.76293341,27,0.119999997,19,7.900000095,1.76,0
1047101,34.353612,-102.234167,370,465.3284478,1125,5.86647192,27,0.119999997,19,7.900000095,1.94,0
1039702,34.378889,-102.233611,414,467.0770229,1127,5.82551853,22,0.109999999,22,8,1.66,0
1032401,34.542778,-102.103889,270,479.727182,1139,5.76278729,18,0.090000004,21,8.800000191,2.848,1
1127407,34.562501,-101.718333,125,511.0878467,1050,6.52333183,15,0.129999995,16.5,8.199999809,4.34,1
1028704,34.529722,-102.586389,420,480.5654448,1213,5.4863581,18,0.07,20,8.399999619,1.41,0
1028703,34.518889,-102.605001,425,479.3768709,1213,5.49728822,18,0.07,20,8.399999619,1.68,0
1018901,34.645278,-102.77,340,485.1448378,1240,5.57399757,12,0.119999997,13,7.5,1.59,0
1025703,34.524444,-102.975,406,454.7205467,1270,5.696413,12,0.119999997,13,7.5,1.55,0
1025905,34.515001,-102.894445,350,463.1969914,1249,5.6081989,12,0.119999997,13,7.5,1.46,0
1025907,34.511112,-102.882222,350,464.3049672,1246,5.59463864,12,0.119999997,13,7.5,1.77,0
1027705,34.530833,-102.727778,459,479.0411123,1233,5.54286449,12,0.119999997,13,7.5,1.51,0
1033605,34.440556,-102.903612,429,458.0686939,1249,5.66706421,12,0.119999997,13,7.5,2.24,1
1042302,34.350834,-102.766667,371,462.1330849,1206,5.4964203,12,0.119999997,13,7.5,2.15,1
1035705,34.415556,-102.719722,298,467.3415357,1217,5.52389982,12,0.119999997,13,7.5,1.89,0
1035708,34.415278,-102.718611,418,467.3528142,1216,5.5235994,12,0.119999997,13,7.5,1.95,0
940912,34.378889,-103.005556,412,448.4307683,1251,5.75870338,6,0.090000004,11,6.900000095,2.446,1
940913,34.380278,-103.032222,380,447.9428558,1253,5.76632915,6,0.090000004,11,6.900000095,2.37,1
948304,34.373055,-103.039167,397,447.6413591,1251,5.76588505,6,0.090000004,11,6.900000095,2.16,1
1033902,34.378333,-102.885278,375,456.7558033,1234,5.65824788,6,0.090000004,11,6.900000095,1.78,0
1034404,34.451667,-102.838334,488,464.1321873,1240,5.58975007,6,0.090000004,11,6.900000095,2.16,1
1041209,34.346667,-102.956112,395,450.1523017,1236,5.71049212,6,0.090000004,11,6.900000095,2.61,1
1042104,34.350278,-102.8475,360,458.3339303,1219,5.59373285,6,0.090000004,11,6.900000095,2.16,1
1043405,34.329167,-102.721944,411,462.537278,1189,5.46746931,6,0.090000004,11,6.900000095,2.095,1
1042506,34.329722,-102.800556,385,460.2798344,1203,5.51353781,6,0.090000004,11,6.900000095,2.38,1
1018505,34.679167,-102.796945,360,482.2926637,1247,5.58066295,22,0.109999999,22,8,1.5,0
1018506,34.673055,-102.7925,325,482.9273576,1246,5.5803847,22,0.109999999,22,8,1.55,0
1019202,34.728889,-102.688611,449,484.3845848,1228,5.52493259,22,0.109999999,22,8,1.94,0
1019404,34.685,-102.729167,468,486.1783165,1232,5.54603433,22,0.109999999,22,8,2.58,1
1019502,34.668055,-102.706945,502,487.0312073,1227,5.53691798,22,0.109999999,22,8,2.092,1
1020402,34.670833,-102.599722,360,485.3315659,1213,5.50609539,22,0.109999999,22,8,1.62,0
1027201,34.583889,-102.702223,485,485.1078225,1237,5.54666344,22,0.109999999,22,8,1.65,0
1028202,34.614445,-102.5675,460,484.9317726,1216,5.4844968,22,0.109999999,22,8,2.16,1
924303,34.741111,-103.031111,360,453.8552381,1324,5.68767014,27,0.119999997,19,7.900000095,1.045,0
1019504,34.669444,-102.693611,507,487.0340521,1226,5.53167064,27,0.119999997,19,7.900000095,1.51,0
1019705,34.636111,-102.726944,332,486.9544646,1232,5.54981474,27,0.119999997,19,7.900000095,1.95,0
1025704,34.525555,-102.985556,430,453.834618,1272,5.70472134,27,0.119999997,19,7.900000095,2.1,1
1027501,34.5694444,-102.6836111,493,483.9930039,1234,5.53695945,27,0.119999997,19,7.900000095,1.54,0
1027702,34.525278,-102.723889,440,478.4992992,1231,5.53877086,27,0.119999997,19,7.900000095,1.7,0
1027703,34.504167,-102.7275,455,475.8213534,1227,5.53096316,27,0.119999997,19,7.900000095,1.835,0
1035503,34.450556,-102.696389,360,471.0099801,1215,5.52059877,27,0.119999997,19,7.900000095,1.82,0
1035504,34.441111,-102.679167,400,470.5662476,1211,5.52063603,27,0.119999997,19,7.900000095,1.85,0
1035707,34.415001,-102.738889,462,466.6904982,1220,5.52914588,27,0.119999997,19,7.900000095,1.89,0
1035803,34.385278,-102.668333,395,466.4524428,1202,5.5114764,27,0.119999997,19,7.900000095,2.2,1
1036602,34.443056,-102.539167,379,474.2478174,1184,5.51629911,27,0.119999997,19,7.900000095,1.47,0
1036704,34.393889,-102.614445,386,468.234604,1194,5.50098868,27,0.119999997,19,7.900000095,1.485,0
1044203,34.365278,-102.542222,366,467.6237366,1176,5.49962419,27,0.119999997,19,7.900000095,1.545,0
1036402,34.456389,-102.591111,347,473.9623392,1195,5.50880749,27,0.119999997,19,7.900000095,1.78,0
1019709,34.638334,-102.711945,356,487.1989922,1230,5.54119559,18,0.090000004,17,8.300000191,2.12,1
1044204,34.34,-102.550001,370,465.7590368,1171,5.49746917,15,0.100000001,12,8,1.74,0
1036401,34.4463889,-102.5902778,375,473.103314,1194,5.51008873,12,0.119999997,13,7.5,1.55,0
2443801,33.275278,-102.674722,140,423.2599844,1098,7.2728,15,0.119999997,17,8.300000191,5.27,1
2441101,33.341945,-102.999445,200,414.8499733,1169,6.86164989,4,0.109999999,5,7.400000095,2.546,1
2443402,33.311945,-102.732778,145,420.5524298,1115,7.13733021,4,0.109999999,5,7.400000095,3.066666667,1
2450404,33.180555,-102.856667,196,404.4448167,1120,7.28770407,4,0.109999999,5,7.400000095,3.77,1
2458504,33.040834,-102.815001,300,436.7903071,1095,7.6771442,4,0.109999999,5,7.400000095,1.675,0
2459502,33.051945,-102.698056,126,431.7530468,1075,7.7478905,4,0.109999999,5,7.400000095,4.513333333,1
2556503,33.183334,-103.053334,180,408.0850395,1152,7.18689224,4,0.109999999,5,7.400000095,1.13,0
2701201,32.99,-102.9425,222,430.6995254,1110,7.67074349,4,0.109999999,5,7.400000095,1.98,0
2701206,32.9825,-102.943889,152,430.6595432,1109,7.687295,4,0.109999999,5,7.400000095,1.95,0
2703204,32.964723,-102.669167,175,435.3331959,1051,7.97336118,4,0.109999999,5,7.400000095,3.773333333,1
2701212,32.991111,-102.955834,230,427.4536498,1113,7.65458235,15,0.100000001,10,7.800000191,2.365,1
2450403,33.1814028,-102.8534306,198,404.3625783,1120,7.28775851,5,0.109999999,6,8,3.81,1
2450406,33.183611,-102.851389,195,404.2339289,1120,7.28439171,5,0.109999999,6,8,3.875,1
2411802,33.791389,-102.679444,163,443.3035576,1134,6.45662296,8,0.090000004,8,8.100000381,2.61,1
2418308,33.731389,-102.752223,228,443.3309353,1148,6.5340399,10,0.090000004,3,7.900000095,2.921666667,1
2524304,33.709723,-103.020278,210,434.4940109,1203,6.36621612,10,0.100000001,14,6.400000095,1.403333333,0
2417503,33.688889,-102.921389,170,438.8494488,1180,6.48375895,5,0.109999999,6,8,1.2825,0
2418502,33.680278,-102.83,248,442.1260471,1166,6.57374802,5,0.109999999,6,8,1.77,0
2427902,33.53,-102.628333,255,445.677559,1116,6.8645273,5,0.109999999,6,8,2.91,1
2427903,33.505,-102.6283333,210,444.646077,1114,6.89845444,5,0.109999999,6,8,2.87,1
2428401,33.571944,-102.618055,283,447.3502272,1118,6.8307866,5,0.109999999,6,8,2.62,1
2428402,33.571667,-102.620555,265,447.1967181,1119,6.82740127,5,0.109999999,6,8,2.05,1
2524601,33.707223,-103.0225,210,434.3550482,1203,6.36835869,5,0.109999999,6,8,1.29,0
2420103,33.749167,-102.615278,230,446.9032962,1120,6.64119496,20,0.109999999,16,8.199999809,3.54,1
2436105,33.4725,-102.618611,240,443.5430918,1109,6.97655958,10,0.109999999,9,8,4.1425,1
2419703,33.663889,-102.721944,195,443.8904241,1142,6.67132901,8,0.109999999,8,8.199999809,3.1,1
2425101,33.6172222,-102.9961111,295,432.7262747,1200,6.44454487,8,0.109999999,8,8.199999809,3.25,1
2433802,33.396389,-102.939445,223,421.4197267,1164,6.80928497,4,0.109999999,5,7.400000095,2.175,1
2803604,32.9466667,-101.6522222,60,502.7064373,900,8.92366493,13,0.140000001,13,7.199999809,3.45,1
2812105,32.845556,-101.622778,55,499.4574093,893,9.03887672,13,0.140000001,13,7.199999809,4.9,1
2812402,32.830975,-101.5851472,70,501.4542758,886,9.1173036,13,0.140000001,13,7.199999809,2.5,1
735801,35.416112,-102.678055,400,446.2659649,1154,5.54481044,20,0.100000001,17,8.199999809,0.455,0
742902,35.253612,-102.752501,130,452.0280471,1264,5.39047201,22,0.109999999,22,8,2.31,1
744815,35.271111,-102.565834,250,458.7093877,1235,5.24348402,22,0.109999999,22,8,1.595,0
744501,35.3316667,-102.5705556,165,453.0724881,1198,5.39863646,22,0.100000001,21,8.399999619,0.48,0
635626,35.4380556,-101.6419444,715,513.7561486,1050,6.57593827,25,0.140000001,17,7.599999905,0.8755,0
635627,35.4280556,-101.6255556,900,516.5948107,1061,6.4792646,25,0.140000001,17,7.599999905,0.92975,0
635629,35.436111,-101.660278,650,511.2822212,1040,6.66733755,25,0.140000001,17,7.599999905,1.010666667,0
756404,35.191111,-102.088056,362,470.0207428,1161,5.61830958,27,0.119999997,19,7.900000095,2.5,1
756523,35.191111,-102.078333,351,470.0331107,1159,5.63518633,27,0.119999997,19,7.900000095,2.64,1
643604,35.311112,-101.628611,355,516.4716861,1081,6.43700144,27,0.119999997,21,7.900000095,1.5225,0
643606,35.2983333,-101.6544444,385,512.9563031,1082,6.46136125,27,0.119999997,21,7.900000095,1.915,0
756524,35.1875,-102.078889,310,470.170139,1160,5.63483399,27,0.119999997,21,7.900000095,2.34,1
649310,35.2430556,-101.8938889,113,488.0387266,1097,6.26112297,5,0.050000001,18,8.100000381,2.54,1
756202,35.2175,-102.077778,283,469.4360466,1153,5.66052315,22,0.119999997,19,7.900000095,1.87,0
756401,35.194167,-102.112223,356,470.1759346,1167,5.57304357,22,0.119999997,19,7.900000095,3.8,1
756501,35.206667,-102.063889,300,469.767824,1153,5.66552775,22,0.119999997,19,7.900000095,1.93,0
756525,35.190834,-102.073055,365,470.0842515,1158,5.64384498,22,0.119999997,19,7.900000095,2.46,1
649603,35.185278,-101.912778,344,484.4943522,1120,6.06408762,27,0.119999997,24,7.5,1.575,0
636401,35.420278,-101.622778,620,517.3275644,1065,6.45196141,22,0.100000001,17,8.5,1.115,0
753224,35.241667,-102.421111,334,466.4333194,1221,5.26695918,22,0.119999997,19,7.900000095,2.2775,1
1137308,34.479722,-101.416944,100,538.4523428,1002,6.96250382,15,0.119999997,12,7.900000095,3.5,1
1131402,34.5522028,-101.2422722,200,543.4011829,970,7.04066102,15,0.07,20,8.399999619,2.14,1
2759105,32.105834,-102.744167,195,356.5756959,995,9.76755263,18,0.140000001,10,8.199999809,0.653333333,0
2733201,32.4711111,-102.9455556,70,367.2921469,1044,8.91579945,8,0.109999999,7.5,8.199999809,0.6,0
2733202,32.4705556,-102.9541667,120,366.6274739,1046,8.90664204,8,0.109999999,7.5,8.199999809,0.8594,0
2736211,32.4650556,-102.5786944,195,378.2000291,966,9.51703477,8,0.109999999,7.5,8.199999809,4.615,1
2738603,32.4355556,-102.2627778,191,396.4971312,908,9.885901,8,0.109999999,7.5,8.199999809,5.67,1
2751504,32.205001,-102.691389,150,364.1083561,981,9.73858256,8,0.109999999,7.5,8.199999809,0.6,0
2750502,32.17,-102.8086111,190,358.2996969,1009,9.4725386,18,0.100000001,12.5,7.5,0.5665,0
2750601,32.181111,-102.772222,180,359.8868418,1004,9.51099478,18,0.100000001,12.5,7.5,0.95,0
2750903,32.151945,-102.767222,100,358.1626095,1002,9.59475049,18,0.100000001,12.5,7.5,0.253333333,0
2751401,32.1872222,-102.7466667,129,361.2558143,997,9.57696961,18,0.100000001,12.5,7.5,0.47,0
2751601,32.1986111,-102.6555556,115,364.5076932,975,9.8355689,18,0.100000001,12.5,7.5,0.956666667,0
2751701,32.1511111,-102.7394444,119,359.2445425,995,9.68026112,18,0.100000001,12.5,7.5,0.19,0
2752401,32.1675,-102.6113889,140,363.6316508,966,9.96441209,18,0.100000001,12.5,7.5,0.5,0
2746501,32.3008333,-102.3236111,107,380.5608937,914,10.20710251,15,0.100000001,15,8,1.68,0
2754502,32.2005556,-102.3183333,47,374.4955777,903,10.48010221,15,0.100000001,15,8,1.6,0
2734301,32.481667,-102.776111,140,380.8071456,1011,9.04360425,11,0.090000004,13,8.199999809,5.35,1
2737106,32.4752222,-102.4613333,166,384.3606697,947,9.60601136,15,0.100000001,15,8,4.67,1
2743701,32.2722222,-102.7338889,135,366.124518,990,9.60992312,15,0.100000001,15,8,3.3,1
2734101,32.480278,-102.847778,139,376.5999509,1023,8.98074781,20,0.100000001,12,8.199999809,2.526666667,1
2736201,32.477778,-102.553056,200,380.5430891,963,9.46483066,20,0.100000001,12,8.199999809,5.2,1
2736208,32.468889,-102.555001,200,379.0143212,963,9.51052347,20,0.100000001,12,8.199999809,4.186666667,1
2738101,32.4780556,-102.3522222,130,393.4513458,922,9.75903414,20,0.100000001,12,8.199999809,4.335,1
2738604,32.440278,-102.269444,196,396.3629443,910,9.86144398,20,0.100000001,12,8.199999809,5.58,1
2738802,32.4163889,-102.3186111,95,389.7544123,916,9.92847081,20,0.100000001,12,8.199999809,5.605,1
2739404,32.4459333,-102.2113833,208,402.2172274,895,9.94295115,20,0.100000001,12,8.199999809,4.36,1
2739405,32.451389,-102.215001,215,402.410972,896,9.91954887,20,0.100000001,12,8.199999809,4.666666667,1
2744217,32.364445,-102.559723,110,366.8995112,967,9.80427604,20,0.100000001,12,8.199999809,3.5,1
655801,35.1577778,-101.2036111,147,559.9757293,984,6.68009208,27,0.119999997,19,7.900000095,0.57,0
1105103,34.968889,-101.459167,180,536.6017814,1028,6.63727176,27,0.119999997,19,7.900000095,2.69,1
652506,35.173611,-101.563334,254,526.148799,1068,6.45315684,27,0.180000007,24,7.5,2.175,1
661608,35.044445,-101.383334,230,558.9547153,1031,6.46846824,27,0.180000007,24,7.5,2.04,1
662302,35.106389,-101.275278,301,563.3769289,1013,6.54749551,27,0.180000007,24,7.5,1.36,0
662702,35.038056,-101.361667,240,559.1066697,1025,6.48587859,27,0.180000007,24,7.5,1.23,0
1104101,34.989167,-101.593334,230,513.9097998,1042,6.59138545,27,0.180000007,24,7.5,3.2,1
1105201,34.9713611,-101.4451944,248,539.1513712,1029,6.62174464,27,0.180000007,24,7.5,3.401666667,1
1106804,34.9136111,-101.3211111,250,546.331592,1005,6.73648728,27,0.180000007,24,7.5,1.66,0
1107401,34.916944,-101.229167,155,554.2835228,970,6.87571829,27,0.180000007,24,7.5,0.38,0
1112511,34.819444,-101.546389,132,509.8057062,1007,6.74892588,27,0.180000007,24,7.5,2.0225,1
1112522,34.792778,-101.542778,160,511.4909997,1021,6.64819641,27,0.180000007,24,7.5,2.17,1
1112701,34.7783333,-101.6166667,190,508.8094218,1049,6.45346777,27,0.180000007,24,7.5,3.606666667,1
1112801,34.778333,-101.546111,165,512.4235249,1028,6.59147062,27,0.180000007,24,7.5,4.08,1
662103,35.096945,-101.364723,263,565.5814995,1030,6.47798933,18,0.07,19,8.399999619,2.096666667,1
1058502,34.070555,-102.829444,151,441.2285886,1187,5.87147685,6,0.090000004,11,6.900000095,1.86,0
1058603,34.064167,-102.780278,137,441.096295,1183,5.83276033,6,0.090000004,11,6.900000095,0.62,0
2409604,33.833055,-102.916389,215,437.0726786,1183,6.21187949,6,0.090000004,11,6.900000095,1.808,0
2409301,33.868055,-102.898611,121,435.4721205,1183,6.13534426,8,0.100000001,10,8,2.645,1
1043911,34.284722,-102.639722,261,461.9790056,1160,5.49784593,12,0.119999997,13,7.5,1.84,0
1050511,34.1758333,-102.8266667,165,454.655645,1181,5.65593227,5,0.109999999,6,8,0.46,0
1059404,34.078611,-102.742778,204,445.1835205,1187,5.74639278,5,0.109999999,6,8,0.73,0
1059603,34.063612,-102.642778,219,448.3965444,1177,5.59592059,5,0.109999999,6,8,0.76,0
1049606,34.196667,-102.909445,205,448.908721,1189,5.69244139,4,0.050000001,4,7.599999905,1.75,0
1051205,34.238334,-102.679444,232,461.0814086,1155,5.52936031,4,0.050000001,4,7.599999905,1.82,0
1041604,34.308056,-102.879167,392,455.0426667,1208,5.5968849,6,0.090000004,11,6.900000095,2.6,1
2409203,33.838889,-102.945,208,436.6387761,1189,6.20688755,6,0.090000004,11,6.900000095,2.215,1
2409204,33.839445,-102.951112,202,436.5564737,1190,6.2073542,6,0.090000004,11,6.900000095,2.95,1
2401702,33.902223,-102.968055,212,435.686474,1208,6.13793777,12,0.119999997,13,7.5,2.305,1
1051905,34.142222,-102.643611,227,456.1732593,1166,5.57651827,3,0.059999999,4,8.100000381,1.22,0
1051910,34.1427778,-102.6352778,232,456.2416931,1164,5.58209375,3,0.059999999,4,8.100000381,1.27,0
1052701,34.154445,-102.615001,253,457.0844496,1158,5.60735058,3,0.059999999,4,8.100000381,0.5,0
1051711,34.134167,-102.726667,230,454.603992,1180,5.64447301,15,0.119999997,12,8.100000381,1.91,0
1051606,34.190556,-102.663612,210,459.4435481,1157,5.5667265,5,0.039999999,4,8.300000191,0.67,0
1041801,34.2775,-102.934445,219,449.5580511,1208,5.67238474,10,0.100000001,10,8.199999809,2.065,1
1049306,34.216112,-102.908334,205,449.8501836,1189,5.66431417,10,0.100000001,10,8.199999809,2.86,1
1041603,34.301945,-102.901389,248,453.1121755,1210,5.62480439,4,0.050000001,6,7.599999905,2.08,1
1049104,34.230555,-102.981389,202,444.0953436,1207,5.74813053,4,0.050000001,6,7.599999905,2.89,1
2411301,33.852778,-102.641111,70,443.1311632,1136,6.28245121,4,0.050000001,6,7.599999905,3.6,1
1051426,34.196111,-102.728611,220,459.9181505,1165,5.58645952,3,0.050000001,4,7.599999905,0.35,0
2403101,33.9775,-102.745,171,430.5855863,1161,5.90210398,13,0.140000001,13,7.199999809,3.548,1
1057401,34.045,-102.964445,132,438.4192978,1227,6.04893667,15,0.100000001,12,8,1.11,0
1057801,34.003889,-102.955834,150,437.0574448,1228,6.0729164,15,0.100000001,12,8,2.0025,1
956308,34.2121361,-103.0338389,185,441.586927,1210,5.78759125,4,0.109999999,5,7.400000095,1.94,0
956602,34.205278,-103.029444,184,441.3949196,1209,5.79233885,4,0.109999999,5,7.400000095,2.01,1
1049208,34.213334,-102.942222,195,446.6125542,1196,5.71702262,4,0.109999999,5,7.400000095,2.52,1
1049209,34.213334,-102.956112,185,445.4040344,1199,5.73418949,4,0.109999999,5,7.400000095,2.31,1
1051423,34.203056,-102.745834,211,459.9928865,1166,5.58314751,4,0.109999999,5,7.400000095,0.485,0
1051517,34.176667,-102.698889,260,458.9350396,1165,5.58108219,4,0.109999999,5,7.400000095,0.45,0
1052410,34.17,-102.621389,237,457.9987388,1155,5.60164762,4,0.109999999,5,7.400000095,1.15,0
964301,34.0925,-103.021111,150,438.4006221,1216,5.97443079,10,0.100000001,13,7.199999809,2.264,1
1042906,34.286667,-102.779444,262,460.5121644,1181,5.47222033,10,0.100000001,13,7.199999809,1.7375,0
1058902,34.034167,-102.787222,96,435.7597442,1178,5.8720706,25,0.100000001,17,8.199999809,9.4,1
2827509,32.546945,-101.666944,135,472.8376514,848,9.57595082,8,0.100000001,10,8,4.27,1
2803901,32.9011556,-101.6520278,145,500.4989637,901,8.93042338,40,0.109999999,40,7.599999905,3.406666667,1
1121603,34.676111,-101.384167,165,519.4488411,980,6.97390547,27,0.119999997,19,7.900000095,3.75,1
1130801,34.510556,-101.315001,180,539.4517651,1000,6.88456373,27,0.119999997,19,7.900000095,2.6,1
1137701,34.3909278,-101.4609667,218,531.3457858,1009,7.08587934,27,0.119999997,19,7.900000095,4,1
1137848,34.376667,-101.443056,220,534.1357846,1007,7.10975466,27,0.119999997,19,7.900000095,4.81,1
1137942,34.405556,-101.376389,247,546.8436203,1001,7.08433447,27,0.119999997,19,7.900000095,4.268,1
1138228,34.475,-101.308056,200,542.5450622,997,6.9938077,27,0.119999997,19,7.900000095,3.675,1
1138336,34.473889,-101.273889,225,544.0891856,992,7.00565813,27,0.119999997,19,7.900000095,3.75,1
1138836,34.405834,-101.311945,250,550.860953,993,7.15138755,27,0.119999997,19,7.900000095,4.136666667,1
1139534,34.453889,-101.195,210,562.3919464,976,7.05180261,27,0.119999997,19,7.900000095,3.59,1
1145515,34.319167,-101.435834,300,531.205901,1002,7.20302212,27,0.119999997,19,7.900000095,3.64,1
1146501,34.318889,-101.293889,278,559.310303,985,7.29298928,27,0.119999997,19,7.900000095,1.85,0
1020304,34.745834,-102.502778,350,485.1679815,1191,5.57077738,27,0.119999997,19,7.900000095,2.27,1
1021402,34.691945,-102.495556,332,485.9788261,1191,5.53572679,27,0.119999997,19,7.900000095,2.25,1
1021501,34.6825,-102.4425,300,488.2759463,1184,5.54006253,27,0.119999997,19,7.900000095,2.28,1
1021803,34.6463889,-102.4472222,254,489.5888928,1190,5.48098433,27,0.119999997,19,7.900000095,1.545,0
1024105,34.716944,-102.085556,200,484.3202946,1152,5.68676365,27,0.119999997,19,7.900000095,1.27,0
1024802,34.656667,-102.059445,219,484.560229,1138,5.77706247,27,0.119999997,19,7.900000095,2.9,1
1024804,34.640556,-102.050556,220,484.6371896,1135,5.80728857,27,0.119999997,19,7.900000095,1.315,0
1024805,34.633334,-102.050556,220,484.6162722,1134,5.81404123,27,0.119999997,19,7.900000095,1.62,0
1029302,34.606945,-102.403889,397,494.5941258,1191,5.40963507,27,0.119999997,19,7.900000095,1.92,0
1029603,34.567778,-102.405834,425,493.8474174,1193,5.37702935,27,0.119999997,19,7.900000095,2.35,1
1029901,34.512778,-102.407501,400,488.4317542,1182,5.42502453,27,0.119999997,19,7.900000095,1.1,0
1030608,34.546389,-102.285,410,491.2233673,1169,5.46826737,27,0.119999997,19,7.900000095,2.55,1
1031502,34.544445,-102.186389,362,481.6492245,1154,5.63051321,27,0.119999997,19,7.900000095,3.9,1
1031803,34.52,-102.1775,400,479.4925739,1151,5.65373304,27,0.119999997,19,7.900000095,2.1,1
